epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc,pgd7_val_acc
25,fgsm_at,0.030865828381745508,1641.941261107102,1.4327340817451477,0.45578125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.9577689689636231,0.6816,0.376953125
26,fgsm_at,0.027300475013022657,1707.709646942094,1.431435499191284,0.459609375,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.977732691860199,0.673,0.380859375
27,fgsm_at,0.023875071764202557,1773.3829593546689,1.4163003492355346,0.46359375,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.9683545390129089,0.6684,0.369140625
28,fgsm_at,0.020610737385376346,1838.9389251098037,1.3925408053398132,0.469921875,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.914049907875061,0.6998,0.384765625
29,fgsm_at,0.01752759758349082,1904.6945687811822,1.364903417825699,0.484765625,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.9186859853744507,0.694,0.404296875
30,fgsm_at,0.014644660940672625,1970.3458517249674,1.3547234082221984,0.486953125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.9158758620262146,0.6918,0.37890625
31,fgsm_at,0.011979701719998452,2035.9043038282543,1.3373201549053193,0.486875,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8767449729919433,0.7048,0.408203125
32,fgsm_at,0.009549150281252632,2101.694370256737,1.3124431574344635,0.50078125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8610156481742859,0.7296,0.3984375
33,fgsm_at,0.00736799178229539,2167.3539714440703,1.3056878209114076,0.50703125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8377905235290527,0.7264,0.392578125
34,fgsm_at,0.00544967379058161,2232.901277437806,1.2749450206756592,0.517265625,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8372693579673767,0.7256,0.408203125
35,fgsm_at,0.0038060233744356626,2298.4553646165878,1.267289341688156,0.5259375,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8229806642532349,0.723,0.4140625
36,fgsm_at,0.002447174185242323,2364.1108617298305,1.2648002231121063,0.514765625,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8029335348129273,0.736,0.392578125
37,fgsm_at,0.001381503980116172,2429.770094530657,1.2582141578197479,0.51796875,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.8047468646049499,0.7332,0.419921875
38,fgsm_at,0.000615582970243117,2495.425542537123,1.2343902146816255,0.53453125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.7950011448860168,0.743,0.41015625
39,fgsm_at,0.0001541333133436018,2561.069259945303,1.2345865285396576,0.53125,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.7916898973464965,0.7416,0.419921875
40,fgsm_at,0.0,2626.617525152862,1.2360773396492004,0.531640625,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 100}",0.7920055316925049,0.7412,0.41796875
