epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc,pgd7_val_acc
1,fgsm_at,0.0998458666866564,195.37409768812358,2.05987882493337,0.22504444444974264,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.7218428009033202,0.376,0.279296875
2,fgsm_at,0.0993844170297569,390.83890271000564,1.9013568183898926,0.28055555557674833,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.5858508953094483,0.4152,0.240234375
3,fgsm_at,0.09861849601988383,586.2903758455068,1.804949435043335,0.3163777777936724,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.4325343334197997,0.5048,0.279296875
4,fgsm_at,0.09755282581475767,781.7034504748881,1.7193986473931206,0.3445111111111111,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.339910167503357,0.5262,0.302734375
5,fgsm_at,0.09619397662556432,977.2446659337729,1.6533164601431953,0.372644444460339,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.2588820438385009,0.5778,0.3359375
6,fgsm_at,0.09455032620941838,1172.7904031127691,1.5915827249950834,0.39422222221692405,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.1727001220703126,0.6042,0.330078125
7,fgsm_at,0.0926320082177046,1368.2154638543725,1.536928962135315,0.41797777779897055,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.1233029232025147,0.615,0.333984375
8,fgsm_at,0.09045084971874737,1563.6585606895387,1.4949919653786554,0.43617777778837413,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.0723017950057983,0.6258,0.330078125
9,fgsm_at,0.08802029828000155,1759.0890071149915,1.4636758864508734,0.445422222243415,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.0002260620117187,0.6688,0.34765625
10,fgsm_at,0.08535533905932736,1954.6250398624688,1.4302553302552965,0.4614666666931576,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",1.0137531167984009,0.6416,0.36328125
11,fgsm_at,0.08247240241650919,2150.061404110864,1.4026433865441217,0.47217777780426873,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.9438054094314575,0.676,0.376953125
12,fgsm_at,0.07938926261462365,2345.596244974062,1.3777878912607828,0.48160000003178915,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.9491222732543946,0.691,0.396484375
13,fgsm_at,0.07612492823579743,2541.137800298631,1.355212212117513,0.48857777779367234,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.9164473119735718,0.7016,0.400390625
14,fgsm_at,0.07269952498697733,2736.681341515854,1.3330704960717095,0.4967555555661519,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.9177297740936279,0.6884,0.388671875
15,fgsm_at,0.06913417161825448,2932.0113056432456,1.3106464202668933,0.5056444444285498,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.8677169654846192,0.7144,0.3671875
16,fgsm_at,0.06545084971874737,3127.4530798196793,1.2907488960901896,0.5133333333545261,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.8633619396209716,0.7116,0.408203125
17,fgsm_at,0.061672268192795275,3322.874837189913,1.2688392703586155,0.5227111111111111,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.8262998258590698,0.7228,0.408203125
18,fgsm_at,0.05782172325201154,3518.348241476342,1.246779146915012,0.5312888889418708,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.790229751777649,0.749,0.396484375
19,fgsm_at,0.053922954786392245,3713.8116643782705,1.228970569758945,0.535866666677263,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.7615800546646119,0.76,0.427734375
20,fgsm_at,0.049999999999999996,3909.3481556661427,1.2060412157058715,0.5455555555979411,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.8044920421600342,0.7274,0.388671875
21,fgsm_at,0.046077045213607754,4104.70466657728,1.1791528691821629,0.5552222222540114,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.7322734985351562,0.76,0.435546875
22,fgsm_at,0.042178276747988463,4300.1410685982555,1.159478192668491,0.563422222243415,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.7412440357208252,0.762,0.421875
23,fgsm_at,0.03832773180720473,4495.590037245303,1.1317425006654527,0.5702444444497426,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6986731456756592,0.7766,0.427734375
24,fgsm_at,0.034549150281252626,4691.030371919274,1.1109622559653387,0.5801999999682108,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6984081489562989,0.7754,0.435546875
25,fgsm_at,0.030865828381745508,4886.368999261409,1.082070175351037,0.5872888888676961,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6736763601303101,0.7758,0.4375
26,fgsm_at,0.027300475013022657,5081.817649306729,1.0548337219450208,0.5978666666984558,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6464815267562867,0.7876,0.41796875
27,fgsm_at,0.023875071764202557,5277.259357638657,1.0265502503289117,0.6073555555767484,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6451402042388916,0.7856,0.45703125
28,fgsm_at,0.020610737385376346,5472.683556318283,0.9881114969889323,0.6217111110899184,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.6303484731674195,0.787,0.435546875
29,fgsm_at,0.01752759758349082,5668.030014915392,0.9565894602245755,0.6299777777883742,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.5856309190750122,0.8156,0.435546875
30,fgsm_at,0.014644660940672625,5863.4708561599255,0.915411891386244,0.6478888888888888,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.5852472999572754,0.8106,0.453125
31,fgsm_at,0.011979701719998452,6058.827056765556,0.8637354961713155,0.6655555556085374,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.5652024322509765,0.8118,0.443359375
32,fgsm_at,0.009549150281252632,6254.134166102856,0.6233604867246416,0.7632000000105964,"{""fgsm_rs"": 1.0}","{""fgsm_rs"": 352}",0.5141430168151856,0.824,0.142578125
