epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc
1,standard,0.09990133642141358,84.31707105971873,1.649245855310228,0.38404444443384805,"{""clean"": 1.0}","{""clean"": 352}",1.4685777101516724,0.4784
2,standard,0.0996057350657239,168.80135370790958,1.1687298730108473,0.5795111111323039,"{""clean"": 1.0}","{""clean"": 352}",1.126454638671875,0.6056
3,standard,0.09911436253643444,253.33193599805236,0.9304533623801338,0.6681333333863152,"{""clean"": 1.0}","{""clean"": 352}",1.1115492050170899,0.62
4,standard,0.09842915805643154,337.8759514596313,0.7781083574295043,0.7262000000105964,"{""clean"": 1.0}","{""clean"": 352}",0.7563326454162598,0.7436
5,standard,0.09755282581475767,422.40266970545053,0.6625987505382962,0.7691999999682109,"{""clean"": 1.0}","{""clean"": 352}",0.7137035251617432,0.755
6,standard,0.09648882429441256,506.9616370033473,0.5875305709997813,0.7969999999682108,"{""clean"": 1.0}","{""clean"": 352}",0.6999071449279786,0.7698
7,standard,0.09524135262330098,591.518553648144,0.5388401998413934,0.8152444444232517,"{""clean"": 1.0}","{""clean"": 352}",0.6631026532173157,0.7766
8,standard,0.09381533400219318,676.0629508085549,0.5095853542698754,0.8243111111217075,"{""clean"": 1.0}","{""clean"": 352}",0.571390782546997,0.7986
9,standard,0.09221639627510075,760.5897315796465,0.4697353049490187,0.8406222222752041,"{""clean"": 1.0}","{""clean"": 352}",0.6706667129516601,0.7776
10,standard,0.09045084971874737,844.9024331290275,0.4580360592312283,0.842111111164093,"{""clean"": 1.0}","{""clean"": 352}",0.6448827185630799,0.7928
11,standard,0.08852566213878946,929.226588698104,0.4350140726195441,0.851288888920678,"{""clean"": 1.0}","{""clean"": 352}",0.7230042327880859,0.7668
12,standard,0.08644843137107057,1013.5373495407403,0.4159623365720113,0.8576666666772631,"{""clean"": 1.0}","{""clean"": 352}",0.6835704898834228,0.7838
13,standard,0.08422735529643442,1097.8599525690079,0.40240227681795754,0.862266666677263,"{""clean"": 1.0}","{""clean"": 352}",0.4456164841651917,0.8512
14,standard,0.08187119948743447,1182.414033120498,0.38771761192745635,0.8674888889312744,"{""clean"": 1.0}","{""clean"": 352}",0.5686301836013794,0.8136
