epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc,pgd7_val_acc
18,fixed_mixed_at,0.03454915028125263,2180.337428322062,1.5634867906570435,0.421015625,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 26, ""pgd"": 74}",1.168913799095154,0.6032,0.31640625
19,fixed_mixed_at,0.02966316784621,2360.5437211934477,1.4955823993682862,0.44765625,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 33, ""pgd"": 67}",1.1101187553405762,0.6184,0.326171875
20,fixed_mixed_at,0.025000000000000012,2557.913539227098,1.5149547266960144,0.4365625,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 25, ""pgd"": 75}",1.1146773651123048,0.6246,0.34765625
21,fixed_mixed_at,0.02061073738537635,2744.653347734362,1.4841776502132416,0.4484375,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 30, ""pgd"": 70}",1.0743231664657593,0.6364,0.359375
22,fixed_mixed_at,0.016543469682057107,2931.4004143532366,1.4452451080083848,0.457734375,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 30, ""pgd"": 70}",1.0496593505859375,0.6458,0.3515625
23,fixed_mixed_at,0.012842758726130301,3133.0310133118182,1.4650478768348694,0.454453125,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 23, ""pgd"": 77}",1.0216987911224364,0.6656,0.369140625
24,fixed_mixed_at,0.009549150281252635,3307.480495898053,1.3703335642814636,0.49109375,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 4, ""clean"": 35, ""pgd"": 61}",0.9849997749328613,0.6742,0.353515625
25,fixed_mixed_at,0.006698729810778067,3484.460197461769,1.3579628431797028,0.4946875,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 3, ""clean"": 34, ""pgd"": 63}",0.9738996273040772,0.682,0.3671875
26,fixed_mixed_at,0.004322727117869953,3673.4072717707604,1.389046858549118,0.4809375,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 5, ""clean"": 28, ""pgd"": 67}",0.9591008228302002,0.6826,0.376953125
27,fixed_mixed_at,0.002447174185242324,3858.4420014303178,1.355661455988884,0.491875,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 5, ""clean"": 30, ""pgd"": 65}",0.9482305591583252,0.695,0.392578125
28,fixed_mixed_at,0.0010926199633097158,4044.9208281747997,1.3346217691898346,0.49,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 7, ""clean"": 29, ""pgd"": 64}",0.92861839427948,0.7028,0.37109375
29,fixed_mixed_at,0.00027390523158633,4228.471372274682,1.3403142315149308,0.501015625,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 3, ""clean"": 31, ""pgd"": 66}",0.9228653648376465,0.704,0.384765625
30,fixed_mixed_at,0.0,4425.292871704325,1.3499868041276932,0.493125,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 2, ""clean"": 25, ""pgd"": 73}",0.9200629247665405,0.7024,0.376953125
