epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc
1,standard,0.09996145181203615,23.44447584077716,1.4570425371170044,0.4646444444656372,"{""clean"": 1.0}","{""clean"": 352}",1.4743959648132323,0.5276
2,standard,0.0998458666866564,46.692408272996545,1.0306799575805663,0.6332666667196486,"{""clean"": 1.0}","{""clean"": 352}",1.153358024597168,0.6002
3,standard,0.09965342284774632,69.9510321393609,0.8566147528330486,0.6972222222752041,"{""clean"": 1.0}","{""clean"": 352}",1.0118588568687439,0.6526
4,standard,0.0993844170297569,93.1985894497484,0.7573430284500122,0.7355555555661519,"{""clean"": 1.0}","{""clean"": 352}",2.020428215789795,0.5084
5,standard,0.09903926402016153,116.46109505929053,0.6820660948117574,0.7646888889418708,"{""clean"": 1.0}","{""clean"": 352}",0.9395057376861572,0.696
6,standard,0.09861849601988383,139.7066560201347,0.6364871002197265,0.7812444444550408,"{""clean"": 1.0}","{""clean"": 352}",0.7837870647430419,0.7296
7,standard,0.09812276182268237,162.95658612810075,0.5995510219362047,0.7949111111429003,"{""clean"": 1.0}","{""clean"": 352}",1.1249445552825927,0.6504
8,standard,0.0975528258147577,186.20989860594273,0.572672749932607,0.8043777777671814,"{""clean"": 1.0}","{""clean"": 352}",0.9752579936981202,0.6982
9,standard,0.09690956679612422,209.46239313855767,0.5561216845883263,0.809911111164093,"{""clean"": 1.0}","{""clean"": 352}",0.8410083468437195,0.722
10,standard,0.09619397662556435,232.69912762753665,0.5380059812863668,0.8165999999894036,"{""clean"": 1.0}","{""clean"": 352}",0.9357340013504029,0.684
11,standard,0.09540715869125407,255.95440661907196,0.5193228488975101,0.8231555556085375,"{""clean"": 1.0}","{""clean"": 352}",0.9458713489532471,0.6998
12,standard,0.0945503262094184,279.19662752747536,0.511444911453459,0.8271555555343628,"{""clean"": 1.0}","{""clean"": 352}",0.8143450106620789,0.7476
13,standard,0.09362480035363988,302.44520960748196,0.5017170953962538,0.8297333333121406,"{""clean"": 1.0}","{""clean"": 352}",0.8722215259552002,0.7264
14,standard,0.09263200821770462,325.6959902625531,0.4926835962401496,0.8297333333121406,"{""clean"": 1.0}","{""clean"": 352}",0.6868464775085449,0.767
15,standard,0.09157348061512728,348.95256017521024,0.48198478072484335,0.8366444444126553,"{""clean"": 1.0}","{""clean"": 352}",0.6763001996994018,0.7684
16,standard,0.09045084971874738,372.19329829514027,0.47209085235595705,0.8378222222752041,"{""clean"": 1.0}","{""clean"": 352}",0.7783105964660645,0.741
17,standard,0.08926584654403726,395.4376946873963,0.4645991516855028,0.840822222243415,"{""clean"": 1.0}","{""clean"": 352}",0.6725778709411621,0.7724
18,standard,0.08802029828000157,418.6843523196876,0.45819168168173896,0.8435777778307597,"{""clean"": 1.0}","{""clean"": 352}",0.7248868320465088,0.7588
19,standard,0.0867161254717843,441.9304626826197,0.45012541075282625,0.8475555555237664,"{""clean"": 1.0}","{""clean"": 352}",0.771802809715271,0.7546
20,standard,0.08535533905932739,465.17737716808915,0.447205055448744,0.8476666667090522,"{""clean"": 1.0}","{""clean"": 352}",0.7991460220336914,0.749
21,standard,0.08394003727664712,488.4342011809349,0.44149513318803574,0.8489111111534966,"{""clean"": 1.0}","{""clean"": 352}",0.6610173189163208,0.77
22,standard,0.08247240241650922,511.6822995953262,0.4357828373326196,0.8524000000423855,"{""clean"": 1.0}","{""clean"": 352}",0.6469832660675049,0.7826
23,standard,0.08095469746549172,534.9398501738906,0.4318744496557448,0.8543111110899183,"{""clean"": 1.0}","{""clean"": 352}",0.769408285522461,0.761
24,standard,0.07938926261462369,558.1783092524856,0.42655832194752163,0.8546666666772631,"{""clean"": 1.0}","{""clean"": 352}",0.7627804417610169,0.7528
25,standard,0.07777851165098014,581.4224950317293,0.4187221164915297,0.8566000000529819,"{""clean"": 1.0}","{""clean"": 352}",0.7995571172714233,0.7554
26,standard,0.07612492823579747,604.6640520002693,0.4165664997630649,0.8572888888994853,"{""clean"": 1.0}","{""clean"": 352}",0.6190046310424805,0.793
27,standard,0.07443106207484779,627.9242472592741,0.4125170129617055,0.8603333333439297,"{""clean"": 1.0}","{""clean"": 352}",0.6296930365562439,0.786
28,standard,0.07269952498697738,651.158655423671,0.3998151117324829,0.8642222222752042,"{""clean"": 1.0}","{""clean"": 352}",0.6185927319526673,0.8002
29,standard,0.07093298687687144,674.4238369911909,0.39624563167889915,0.8650444444232517,"{""clean"": 1.0}","{""clean"": 352}",0.829571149635315,0.7478
30,standard,0.06913417161825453,697.6739907730371,0.3906192749076419,0.8679777777459886,"{""clean"": 1.0}","{""clean"": 352}",1.0486291858673096,0.724
31,standard,0.06730585285387468,720.9167538490146,0.3888415286064148,0.8681555555343627,"{""clean"": 1.0}","{""clean"": 352}",0.6693697749137878,0.7704
32,standard,0.0654508497187474,744.1640343051404,0.3845730133692424,0.8695999999894036,"{""clean"": 1.0}","{""clean"": 352}",0.7001032985687256,0.7752
33,standard,0.06357202249325374,767.4152209497988,0.37476367700364854,0.8729333333757189,"{""clean"": 1.0}","{""clean"": 352}",0.8711325548171998,0.7308
34,standard,0.061672268192795296,790.6659655347466,0.3675967284202576,0.8751555555555556,"{""clean"": 1.0}","{""clean"": 352}",1.3339782432556153,0.6528
35,standard,0.05975451610080644,813.9179478306323,0.3643769395271937,0.8748444444974264,"{""clean"": 1.0}","{""clean"": 352}",0.5572652038574218,0.8178
36,standard,0.05782172325201157,837.1735015660524,0.3596664127826691,0.8798444444126553,"{""clean"": 1.0}","{""clean"": 352}",0.6678403829574585,0.791
37,standard,0.05587686987289191,860.4276929479092,0.35671039186053805,0.8787777778095669,"{""clean"": 1.0}","{""clean"": 352}",0.5150430430412293,0.8214
38,standard,0.053922954786392266,883.6694764494896,0.34417778583102754,0.8815333333333333,"{""clean"": 1.0}","{""clean"": 352}",0.622057928276062,0.7996
39,standard,0.051962990787953446,906.9181234426796,0.3347732463730706,0.8868444444232517,"{""clean"": 1.0}","{""clean"": 352}",0.5376996023178101,0.8186
40,standard,0.05000000000000001,930.1519548315555,0.34087590494155884,0.8833555555555556,"{""clean"": 1.0}","{""clean"": 352}",0.5856835464477539,0.8144
41,standard,0.048037009212046594,953.3949570674449,0.32764021367496915,0.8897333333863152,"{""clean"": 1.0}","{""clean"": 352}",0.6512551839828491,0.792
42,standard,0.046077045213607774,976.6315562557429,0.32352452221976385,0.8888888888888888,"{""clean"": 1.0}","{""clean"": 352}",0.5573419688224792,0.8198
43,standard,0.04412313012710814,999.8714346718043,0.3159839058849547,0.8927111111534967,"{""clean"": 1.0}","{""clean"": 352}",0.5029653482437134,0.833
44,standard,0.042178276747988484,1023.1199978198856,0.3085968305481805,0.8949555555767483,"{""clean"": 1.0}","{""clean"": 352}",0.625610298538208,0.805
45,standard,0.04024548389919361,1046.3692400474101,0.29785284694565667,0.8982222222646078,"{""clean"": 1.0}","{""clean"": 352}",0.83069638671875,0.7622
46,standard,0.03832773180720475,1069.606285519898,0.29446011335055033,0.9004666666984558,"{""clean"": 1.0}","{""clean"": 352}",0.45636347751617434,0.8496
47,standard,0.03642797750674629,1092.8826670441777,0.2846439995235867,0.9024666666666666,"{""clean"": 1.0}","{""clean"": 352}",0.4403225654602051,0.8504
48,standard,0.03454915028125265,1116.1251874882728,0.277272108830346,0.9038222222646077,"{""clean"": 1.0}","{""clean"": 352}",0.5139429924011231,0.8318
49,standard,0.032694147146125375,1139.3749016094953,0.27138536552853054,0.9079555555555555,"{""clean"": 1.0}","{""clean"": 352}",0.47355077962875364,0.8474
50,standard,0.030865828381745525,1162.623808408156,0.2677026068634457,0.909755555566152,"{""clean"": 1.0}","{""clean"": 352}",0.571605085849762,0.8204
51,standard,0.02906701312312862,1185.8747224677354,0.251224074043168,0.915111111164093,"{""clean"": 1.0}","{""clean"": 352}",0.4788916579246521,0.8458
52,standard,0.027300475013022674,1209.1351084355265,0.245740984805425,0.9158888888994853,"{""clean"": 1.0}","{""clean"": 352}",0.45333324937820435,0.8548
53,standard,0.025568937925152257,1232.3913215957582,0.23491877856784396,0.9211111111217075,"{""clean"": 1.0}","{""clean"": 352}",0.5236228942871094,0.839
54,standard,0.02387507176420257,1255.630541279912,0.2282117069641749,0.9227111111429003,"{""clean"": 1.0}","{""clean"": 352}",0.45836060695648195,0.855
55,standard,0.022221488349019894,1278.8994977474213,0.21834700032605064,0.9272888888994852,"{""clean"": 1.0}","{""clean"": 352}",0.49445686979293824,0.8466
56,standard,0.020610737385376356,1302.14023540169,0.21377534391615127,0.9278444444656372,"{""clean"": 1.0}","{""clean"": 352}",0.5313012889862061,0.8362
57,standard,0.01904530253450832,1325.4230517987162,0.2040612981028027,0.9312666667196485,"{""clean"": 1.0}","{""clean"": 352}",0.461434538936615,0.8528
58,standard,0.01752759758349083,1348.7360836882144,0.19231679815981123,0.9349111111323039,"{""clean"": 1.0}","{""clean"": 352}",0.4791062303543091,0.8498
59,standard,0.01605996272335293,1372.0059598982334,0.17870673478047053,0.9401777777565851,"{""clean"": 1.0}","{""clean"": 352}",0.40771143608093263,0.865
60,standard,0.014644660940672634,1395.2747934106737,0.17488089758820005,0.9413555555237664,"{""clean"": 1.0}","{""clean"": 352}",0.4335126618385315,0.8652
61,standard,0.013283874528215722,1418.5457731317729,0.15650261188877954,0.9482666666984558,"{""clean"": 1.0}","{""clean"": 352}",0.4821676559448242,0.8604
62,standard,0.011979701719998457,1442.5457552801818,0.15050614963902367,0.9512000000317892,"{""clean"": 1.0}","{""clean"": 352}",0.4304952395439148,0.8658
63,standard,0.010734153455962752,1465.8562898002565,0.14071535867187712,0.9545555555237664,"{""clean"": 1.0}","{""clean"": 352}",0.37524170579910276,0.8788
