epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc,pgd7_val_acc
1,pgd_at,0.0996057350657239,250.88828941062093,2.2059211897850037,0.183125,"{""pgd"": 1.0}","{""pgd"": 100}",1.907885366821289,0.3026,0.203125
2,pgd_at,0.09842915805643156,501.9398435074836,2.097444610595703,0.2215625,"{""pgd"": 1.0}","{""pgd"": 100}",1.8457459983825684,0.3478,0.240234375
3,pgd_at,0.09648882429441258,752.9861312899739,2.038011932373047,0.234609375,"{""pgd"": 1.0}","{""pgd"": 100}",1.8140442726135253,0.3292,0.2421875
4,pgd_at,0.09381533400219319,1003.9296153653413,1.9907964706420898,0.2490625,"{""pgd"": 1.0}","{""pgd"": 100}",1.7527691040039062,0.3752,0.283203125
5,pgd_at,0.0904508497187474,1254.969653956592,1.9668678092956542,0.2584375,"{""pgd"": 1.0}","{""pgd"": 100}",1.7270178447723388,0.3538,0.216796875
6,pgd_at,0.0864484313710706,1505.8045336212963,1.9434599161148072,0.263828125,"{""pgd"": 1.0}","{""pgd"": 100}",1.6594029888153077,0.4048,0.2734375
7,pgd_at,0.0818711994874345,1756.7411715928465,1.9068003940582274,0.275078125,"{""pgd"": 1.0}","{""pgd"": 100}",1.6031292583465575,0.4168,0.271484375
8,pgd_at,0.07679133974894983,2007.6624521501362,1.898141918182373,0.27953125,"{""pgd"": 1.0}","{""pgd"": 100}",1.6091634468078613,0.4438,0.28125
9,pgd_at,0.07128896457825364,2258.609500033781,1.8751554489135742,0.29390625,"{""pgd"": 1.0}","{""pgd"": 100}",1.580007660293579,0.4558,0.28515625
10,pgd_at,0.06545084971874737,2509.674741394818,1.8601915836334229,0.301484375,"{""pgd"": 1.0}","{""pgd"": 100}",1.5449373378753661,0.438,0.2421875
11,pgd_at,0.05936906572928624,2760.5412263013422,1.8234946322441101,0.31453125,"{""pgd"": 1.0}","{""pgd"": 100}",1.4716959175109863,0.477,0.30078125
12,pgd_at,0.05313952597646568,3011.608898177743,1.8049379420280456,0.323515625,"{""pgd"": 1.0}","{""pgd"": 100}",1.4957103019714355,0.4824,0.294921875
13,pgd_at,0.04686047402353434,3262.566658815369,1.7748799967765807,0.328359375,"{""pgd"": 1.0}","{""pgd"": 100}",1.4412617168426514,0.474,0.32421875
14,pgd_at,0.04063093427071378,3513.5097521543503,1.7655787324905396,0.333046875,"{""pgd"": 1.0}","{""pgd"": 100}",1.407384017944336,0.5076,0.306640625
15,pgd_at,0.03454915028125265,3764.4588779099286,1.7419862580299377,0.337734375,"{""pgd"": 1.0}","{""pgd"": 100}",1.3612071281433105,0.5184,0.328125
16,pgd_at,0.02871103542174637,4015.5250779278576,1.7153449845314026,0.35125,"{""pgd"": 1.0}","{""pgd"": 100}",1.3154680763244628,0.5492,0.33984375
17,pgd_at,0.02320866025105016,4266.598179278895,1.6876802825927735,0.36,"{""pgd"": 1.0}","{""pgd"": 100}",1.3244069219589234,0.5536,0.376953125
18,pgd_at,0.018128800512565515,4517.663026837632,1.6650942802429198,0.36859375,"{""pgd"": 1.0}","{""pgd"": 100}",1.2586627212524415,0.5624,0.3359375
19,pgd_at,0.013551568628929436,4768.628036273643,1.642511020898819,0.3771875,"{""pgd"": 1.0}","{""pgd"": 100}",1.2566614025115967,0.5706,0.359375
20,pgd_at,0.009549150281252635,5019.598817113787,1.6190573954582215,0.381171875,"{""pgd"": 1.0}","{""pgd"": 100}",1.2091740480422974,0.5962,0.357421875
21,pgd_at,0.006184665997806822,5270.550382565707,1.6166398954391479,0.38578125,"{""pgd"": 1.0}","{""pgd"": 100}",1.1880911727905274,0.6078,0.3828125
22,pgd_at,0.003511175705587433,5521.62163654156,1.5800118589401244,0.3978125,"{""pgd"": 1.0}","{""pgd"": 100}",1.1742293893814086,0.608,0.380859375
23,pgd_at,0.001570841943568452,5772.580933719873,1.5745913577079773,0.402421875,"{""pgd"": 1.0}","{""pgd"": 100}",1.1509178857803344,0.6166,0.37890625
24,pgd_at,0.00039426493427611184,6023.537696065381,1.5656134271621704,0.402890625,"{""pgd"": 1.0}","{""pgd"": 100}",1.150119429397583,0.6216,0.37109375
25,pgd_at,0.0,6274.515218550339,1.5752457928657533,0.398515625,"{""pgd"": 1.0}","{""pgd"": 100}",1.1497569929122924,0.6204,0.373046875
