epoch,defense,lr,wall_time_sec,train_loss,train_acc,attack_mix,attack_counts,val_loss,val_acc,pgd7_val_acc
13,fixed_mixed_at,0.06039558454088796,1237.8021810036153,1.6703580117225647,0.37984375,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 24, ""pgd"": 76}",1.3092668670654297,0.5278,0.294921875
14,fixed_mixed_at,0.05522642316338268,1411.6717748381197,1.600634354352951,0.4071875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 36, ""pgd"": 64}",1.2600909198760986,0.5592,0.28515625
15,fixed_mixed_at,0.05000000000000001,1604.9449571445584,1.6123097264766693,0.39875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 27, ""pgd"": 73}",1.1350490756988525,0.6088,0.28515625
16,fixed_mixed_at,0.04477357683661733,1791.7790800072253,1.5674574530124665,0.410546875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 30, ""pgd"": 70}",1.2216739914894104,0.592,0.357421875
17,fixed_mixed_at,0.03960441545911203,1967.8746902607381,1.5281690490245818,0.43375,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 35, ""pgd"": 65}",1.0905459939956665,0.6192,0.3046875
18,fixed_mixed_at,0.03454915028125263,2141.83769354783,1.4962204432487487,0.443125,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 36, ""pgd"": 64}",1.132417120361328,0.6046,0.3359375
19,fixed_mixed_at,0.02966316784621,2324.2697861529887,1.502772914171219,0.443671875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 32, ""pgd"": 68}",1.0911011288642882,0.6266,0.326171875
20,fixed_mixed_at,0.025000000000000012,2521.8195492681116,1.5056945568323135,0.443125,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 25, ""pgd"": 75}",1.0745762194633484,0.6462,0.33984375
21,fixed_mixed_at,0.02061073738537635,2715.0929676312953,1.4758067727088928,0.4521875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 27, ""pgd"": 73}",1.0624926397323609,0.6392,0.34375
22,fixed_mixed_at,0.016543469682057107,2899.675252756104,1.4430657565593719,0.465,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 31, ""pgd"": 69}",1.0138568566322326,0.661,0.333984375
23,fixed_mixed_at,0.012842758726130301,3097.2339651156217,1.4424038624763489,0.461875,"{""clean"": 0.3, ""pgd"": 0.7}","{""clean"": 25, ""pgd"": 75}",1.013317155265808,0.653,0.3671875
24,fixed_mixed_at,0.009549150281252635,3284.0716547761112,1.3831488955020905,0.482890625,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 5, ""clean"": 29, ""pgd"": 66}",0.9795356514930725,0.6734,0.357421875
25,fixed_mixed_at,0.006698729810778067,3463.147974608466,1.3457621413469314,0.501484375,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 4, ""clean"": 33, ""pgd"": 63}",0.9364722261428833,0.6918,0.375
26,fixed_mixed_at,0.004322727117869953,3614.273881183937,1.2506136539006474,0.5415088383838383,"{""apgd_ce"": 0.2, ""clean"": 0.3, ""pgd"": 0.5}","{""apgd_ce"": 4, ""clean"": 45, ""pgd"": 50}",0.8925707058906556,0.7054,0.36328125
